type,0.0,total_weight_to_oviINr
FB5V,5,10
SMP381,5,10
CRE039,5,9
CRE045,5,9
AVLP562,5,8
CL123,5,8
CRE061,5,8
SMP124,5,8
mALD1,5,8
CRE100,5,7
CRE106,5,7
LHPV8a1,5,7
SMP139,5,7
CL303,5,6
CRE028,5,6
CRE043_d,5,6
CRE107,5,6
LAL042,5,6
LAL147,5,6
PS163,5,6
SMP377,5,6
CL212,5,5
CRE036,5,5
CRE062,5,5
CRE086,5,5
FB4F_a,5,5
SMP138,5,5
AVLP495,5,4
CRE029_b,5,4
CRE040,5,4
CRE091,5,4
CRE094,5,4
MBON33,5,4
CRE024,5,3
CRE034,5,3
CRE049,5,3
CRE081,5,3
CRE085,5,3
LAL137,5,3
LAL150,5,3
LAL159,5,3
SMP475,5,3
AOTU022,5,2
ATL037,5,2
CL129,5,2
CL265,5,2
CRE006,5,2
CRE007,5,2
CRE021,5,2
CRE026,5,2
CRE030_a,5,2
CRE043_a,5,2
CRE044,5,2
CRE084,5,2
LAL007,5,2
LAL008,5,2
LAL191,5,2
MBON27,5,2
SMP118,5,2
SMP152,5,2
SMP154,5,2
SMP446,5,2
ATL027,5,1
ATL029,5,1
AVLP563,5,1
CL261,5,1
CL326,5,1
CRE012,5,1
CRE013,5,1
CRE014,5,1
CRE029_a,5,1
CRE029_c,5,1
CRE059,5,1
CRE060,5,1
CRE071,5,1
CRE104,5,1
FB4G,5,1
FB4H,5,1
FB4M,5,1
FB5T,5,1
LAL087,5,1
LAL101,5,1
LAL149,5,1
LAL151,5,1
LAL163,5,1
LAL185,5,1
LAL192,5,1
LAL199,5,1
MBON35,5,1
OA-VPM4,5,1
PS264,5,1
SMP053,5,1
SMP148,5,1
SMP165,5,1
SMP254,5,1
SMP570,5,1
SMP597,5,1
SMP112,6,140
CRE077,6,133
OA-VUMa7,6,103
CRE017,6,59
LAL031,6,45
SMP568_c,6,40
MBON31,6,39
LHPD5d1,6,38
VES079,6,32
PPL107,6,30
LHPV5e3,6,28
LHPV10b1,6,26
CRE108,6,23
IB049,6,20
SMP030,6,19
LAL032,6,18
SMP568_b,6,17
LAL115,6,16
LHPD2c6,6,16
SMP142,6,16
CRE018,6,15
LHAD1b2_a,6,15
MBON04,6,15
SLP330,6,15
SMP004,6,15
SMP009,6,15
LAL030_a,6,13
SMP180,6,13
FB5K,6,12
SMP145,6,12
SIP090,6,11
SMP007,6,11
M_spPN4t9,6,9
ATL003,6,8
CRE001,6,8
MBON12,6,8
SIP036,6,8
SMP384,6,8
CRE103,6,7
LAL155,6,7
LHPD2a6,6,7
MBON01,6,7
SIP045,6,7
SLP451,6,7
SLP461,6,7
CRE003_a,6,6
CRE076,6,6
LHPD2c7,6,6
MBON32,6,6
SIP071,6,6
SMP075,6,6
SMP568_a,6,6
mALB2,6,6
CRE011,6,5
LHPD2a7,6,5
LHPD5a1,6,5
SIP035,6,5
SMP177,6,5
AOTU030,6,4
LHAD1b2_c,6,4
LHPD2a1,6,4
LHPD2c2,6,4
LHPD2c3,6,4
PAM13,6,4
SMP002,6,4
SMP108,6,4
SMP126,6,4
SMP146,6,4
SMP213,6,4
SMP477,6,4
v2LN37,6,4
AVLP493,6,3
AVLP497,6,3
CRE003_b,6,3
CRE010,6,3
CRE082,6,3
LHAD1b6_a,6,3
LHPD2a2,6,3
SIP010,6,3
SLP328,6,3
SMP031,6,3
CRE009,6,2
CRE054,6,2
CRE056,6,2
LAL173,6,2
LHAD1b2_b,6,2
LHCENT5,6,2
LHPD2a5_a,6,2
SIP011,6,2
SIP018,6,2
SIP075,6,2
SIP087,6,2
SMP114,6,2
SMP115,6,2
SMP173,6,2
SMP207,6,2
SMP247,6,2
SMP568_d,6,2
ATL001,6,1
CRE008,6,1
CRE020,6,1
CRE042,6,1
CRE050,6,1
CRE052,6,1
CRE066,6,1
CRE088,6,1
CRE089,6,1
CRE091,6,1
CRE102,6,1
LAL077,6,1
LAL174,6,1
LHAD1b6_b,6,1
LHAV6c1,6,1
LHPD2a4_b,6,1
LHPD2a5_b,6,1
LHPD2a9,6,1
LHPD2c4,6,1
LHPD5f1,6,1
LHPV10d1,6,1
LHPV5g1_b,6,1
MBON05,6,1
MBON26,6,1
M_lvPNm24,6,1
PAM01_b,6,1
PAM08_c,6,1
PAM14,6,1
PLP048,6,1
PPL103,6,1
PPL201,6,1
SIP001,6,1
SIP003_a,6,1
SIP003_b,6,1
SIP014,6,1
SIP038,6,1
SMP109,6,1
SMP113,6,1
SMP204,6,1
SMP209,6,1
SMP211,6,1
SMP214,6,1
SMP326,6,1
SMP419,6,1
SMP550,7,147
SMP042,7,132
SMP175,7,102
SMP551,7,102
SMP311,7,93
SMP109,7,92
SMP389,7,91
SMP003,7,74
PAL02,7,70
SMP123,7,68
SMP549,7,66
SMP005,7,64
SMP548,7,58
LHPV10a1,7,52
SMP333,7,48
pC1a,7,34
SMP589,7,32
SLP212,7,31
SMP032,7,19
pC1b,7,19
SMP406,7,18
SMP317,7,17
SMP418,7,17
SLP390,7,16
SMP004,7,15
SLP388,7,13
SMP198,7,12
SMP503,7,12
LHAD1b6_a,7,11
SLP433,7,9
SMP591,7,9
SMP210,7,8
SMP286,7,8
SMP366,7,8
SMP411,7,8
SMP553,7,8
SLP411,7,7
SLP422,7,7
SMP082,7,7
SMP384,7,7
SLP279,7,5
SMP027,7,5
SMP408_d,7,5
CRE083,7,4
LHAD1b1_b,7,4
SLP399,7,4
SMP093,7,4
SMP108,7,4
SMP354,7,4
5-HTPMPD01,7,3
CL165,7,3
DNp32,7,3
PAM01_b,7,3
SLP129_c,7,3
SLP400,7,3
SMP025,7,3
SMP078,7,3
SMP121,7,3
SMP265,7,3
SMP347,7,3
SMP586,7,3
VES065,7,3
CL025,7,2
SIP039,7,2
SLP129_b,7,2
SLP329,7,2
SLP421,7,2
SLP428,7,2
SMP029,7,2
SMP035,7,2
SMP050,7,2
SMP079,7,2
SMP085,7,2
SMP159,7,2
SMP193,7,2
SMP531,7,2
SMP579,7,2
SMP592,7,2
vpoDN,7,2
LHCENT10,7,1
LHPD2a2,7,1
SAG,7,1
SLP013,7,1
SLP127,7,1
SLP130,7,1
SLP213,7,1
SLP391,7,1
SLP439,7,1
SLP442,7,1
SMP026,7,1
SMP084,7,1
SMP097_a,7,1
SMP098_a,7,1
SMP101,7,1
SMP107,7,1
SMP165,7,1
SMP231,7,1
SMP250,7,1
SMP256,7,1
SMP283,7,1
SMP285,7,1
SMP296,7,1
SMP349,7,1
SMP353,7,1
SMP494,7,1
SMP525,7,1
SMP552,7,1
SMP583,7,1
SMP602,7,1
aSP-f2,7,1
oviDNa,7,1
