203253253,296838079,35
203253253,296855409,20
203253253,326530038,67
203253253,5813020684,33
203253253,5813020696,64
203253253,5901196319,24
203598466,203253253,26
203598466,203594164,91
204958872,361445621,38
234630133,328943204,21
234630133,329970706,29
234630133,330640044,30
234630133,361376643,42
234630133,362715189,36
234630133,390486371,323
234630133,393063351,20
234630133,453087379,103
234630133,518558825,30
234630133,548907426,66
234630133,579268807,22
234630133,827889523,67
234630133,860305498,53
234630133,895441451,57
234630133,953414780,70
234630133,977339122,46
234630133,988567837,21
234630133,1015143077,85
234630133,1232038141,31
234630133,1300276335,58
234630133,1448591766,24
234630133,5813020803,24
234630133,5813022424,101
234630133,5813055913,26
234630133,5813061114,23
234630133,5813069497,20
234630133,5813070991,68
263674097,298258513,28
263674097,422751191,47
263674097,518930199,29
263674097,579575594,21
263674097,642732835,24
263674097,894020730,22
263674097,5901213440,62
264014957,298258513,39
264014957,422751191,48
264014957,579575594,21
264014957,894020730,20
264014957,5901213440,49
266187342,393404592,28
266187383,393766777,21
266187559,298258513,49
266187559,425148091,25
266187559,5813026661,36
266528086,5813019513,22
267214250,297921608,117
267214250,298262663,178
267214250,328278449,21
267214250,361114148,97
267214250,362395402,21
267214250,519694628,93
267214250,698742094,20
267214250,5813055949,22
267214250,5813069072,29
267214250,5813069630,45
267223104,298258513,47
267551639,297921608,24
267551639,326253554,29
267551639,391610069,21
267551639,454477603,21
267551639,456523994,21
267551639,487217638,20
267551639,576574889,36
267551639,577330676,36
267551639,578621125,35
267551639,579536041,26
267551639,611037750,31
267551639,613394707,27
267551639,635908014,34
267551639,636944318,47
267551639,673085574,26
267551639,674532291,45
267551639,707190304,23
267551639,707837502,22
267551639,853514696,24
267551639,951645198,21
267551639,5813026589,28
267551639,5813055949,20
267551639,5813063587,44
267551639,5813069072,20
267551639,5813069630,49
267551639,5813132515,29
267896360,362715189,23
268731005,234630133,34
268731005,328611004,21
268731005,424793122,34
268731005,486496648,33
268731005,487925063,68
268731005,517872280,286
268731005,519616809,27
268731005,548907426,90
268731005,550081666,21
268731005,607195856,39
268731005,613066879,22
268731005,613079053,567
268731005,613338546,22
268731005,637540087,28
268731005,669965108,146
268731005,675528661,80
268731005,696950427,37
268731005,703900244,106
268731005,734599550,68
268731005,762058745,38
268731005,763086729,42
268731005,827889523,20
268731005,895441451,152
268731005,953414780,27
268731005,984799284,31
268731005,986828383,32
268731005,987877232,40
268731005,1015143077,191
268731005,1204391417,25
268731005,5813027592,30
268731005,5813061114,42
268731005,5813079192,30
268731005,5813079193,45
268731005,5813089157,35
268731005,5813094811,22
295802733,298241038,21
295802733,298258513,81
295802733,298262663,23
295802733,328935472,43
296139882,297580589,31
296139882,297912117,27
296139882,297917363,54
296139882,297925608,35
296139882,298254384,87
296139882,298258513,131
296139882,298258611,32
296139882,298262663,25
296139882,298612190,23
296139882,298616588,24
296139882,299298381,24
296139882,327933008,40
296139882,328274638,30
296139882,328935472,20
296139882,329566197,109
296139882,358847551,41
296139882,424793122,67
296139882,610113424,37
296139882,5813009445,49
296139882,5813019517,28
296139882,5813019526,145
296139882,5813020785,27
296139882,5813049907,33
296139882,5813055949,27
296199021,576825965,20
296199021,612034653,28
296199021,675779986,27
296199149,298258513,71
296199149,328611004,60
296199149,422751191,22
296199149,423748579,25
296199149,5813049380,27
296203325,423101189,26
296203325,518930199,24
296203325,612034653,22
296203392,5813057162,45
296203434,423101189,47
296203440,361722354,53
296203440,388954086,32
296203440,448342846,36
296203440,638312678,71
296203440,643393688,60
296203440,643398197,60
296203440,729677428,32
296203440,730717696,24
296203440,792450754,42
296203440,945894581,21
